output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,laplacian_var,checkerboard_score,touches_border,artifact_ok
stress_runs\20260119_164100\images\2025\01\08_seed40494.png,1.08. 25,2025-01-08,40494,A,datefont_renderer,unknown,636.2709517699336,0.04886268824338913,False,True
stress_runs\20260119_164100\images\2025\01\08_seed40495.png,1.08. 25,2025-01-08,40495,A,datefont_renderer,unknown,636.2709517699336,0.04886268824338913,False,True
stress_runs\20260119_164100\images\2025\01\09_seed40494.png,1.09. 25,2025-01-09,40494,A,datefont_renderer,unknown,623.0741348886704,0.046780895441770554,False,True
stress_runs\20260119_164100\images\2025\01\09_seed40495.png,1.09. 25,2025-01-09,40495,A,datefont_renderer,unknown,623.0741348886704,0.046780895441770554,False,True
stress_runs\20260119_164100\images\2025\01\09_seed40496.png,1.09. 25,2025-01-09,40496,A,datefont_renderer,unknown,623.0741348886704,0.046780895441770554,False,True
stress_runs\20260119_164100\images\2025\01\10_seed40495.png,1.10. 25,2025-01-10,40495,A,datefont_renderer,unknown,533.2064015319315,0.0475747175514698,False,True
stress_runs\20260119_164100\images\2025\01\10_seed40496.png,1.10. 25,2025-01-10,40496,A,datefont_renderer,unknown,533.2064015319315,0.0475747175514698,False,True
stress_runs\20260119_164100\images\2025\01\10_seed40497.png,1.10. 25,2025-01-10,40497,A,datefont_renderer,unknown,533.2064015319315,0.0475747175514698,False,True
stress_runs\20260119_164100\images\2025\01\11_seed40496.png,1.11. 25,2025-01-11,40496,A,datefont_renderer,unknown,455.99662549827235,0.04189228266477585,False,True
stress_runs\20260119_164100\images\2025\01\11_seed40497.png,1.11. 25,2025-01-11,40497,A,datefont_renderer,unknown,455.99662549827235,0.04189228266477585,False,True
stress_runs\20260119_164100\images\2025\01\11_seed40498.png,1.11. 25,2025-01-11,40498,A,datefont_renderer,unknown,455.99662549827235,0.04189228266477585,False,True
stress_runs\20260119_164100\images\2025\01\12_seed40497.png,1.12. 25,2025-01-12,40497,A,datefont_renderer,unknown,542.781083915009,0.04420817270874977,False,True
stress_runs\20260119_164100\images\2025\01\12_seed40498.png,1.12. 25,2025-01-12,40498,A,datefont_renderer,unknown,542.781083915009,0.04420817270874977,False,True
stress_runs\20260119_164100\images\2025\01\12_seed40499.png,1.12. 25,2025-01-12,40499,A,datefont_renderer,unknown,542.781083915009,0.04420817270874977,False,True
stress_runs\20260119_164100\images\2025\01\13_seed40498.png,1.13. 25,2025-01-13,40498,A,datefont_renderer,unknown,576.9285173956919,0.046572573482990265,False,True
stress_runs\20260119_164100\images\2025\01\13_seed40499.png,1.13. 25,2025-01-13,40499,A,datefont_renderer,unknown,576.9285173956919,0.046572573482990265,False,True
stress_runs\20260119_164100\images\2025\01\13_seed40500.png,1.13. 25,2025-01-13,40500,A,datefont_renderer,unknown,576.9285173956919,0.046572573482990265,False,True
stress_runs\20260119_164100\images\2025\01\14_seed40499.png,1.14. 25,2025-01-14,40499,A,datefont_renderer,unknown,623.9524231925884,0.049890950322151184,False,True
stress_runs\20260119_164100\images\2025\01\14_seed40500.png,1.14. 25,2025-01-14,40500,A,datefont_renderer,unknown,623.9524231925884,0.049890950322151184,False,True
stress_runs\20260119_164100\images\2025\01\14_seed40501.png,1.14. 25,2025-01-14,40501,A,datefont_renderer,unknown,623.9524231925884,0.049890950322151184,False,True
stress_runs\20260119_164100\images\2025\01\15_seed40500.png,1.15. 25,2025-01-15,40500,A,datefont_renderer,unknown,484.6073749505708,0.040828004479408264,False,True
stress_runs\20260119_164100\images\2025\01\15_seed40501.png,1.15. 25,2025-01-15,40501,A,datefont_renderer,unknown,484.6073749505708,0.040828004479408264,False,True
stress_runs\20260119_164100\images\2025\01\15_seed40502.png,1.15. 25,2025-01-15,40502,A,datefont_renderer,unknown,484.6073749505708,0.040828004479408264,False,True
stress_runs\20260119_164100\images\2025\01\16_seed40501.png,1.16. 25,2025-01-16,40501,A,datefont_renderer,unknown,576.783992232167,0.047868210822343826,False,True
stress_runs\20260119_164100\images\2025\01\16_seed40502.png,1.16. 25,2025-01-16,40502,A,datefont_renderer,unknown,576.783992232167,0.047868210822343826,False,True
stress_runs\20260119_164100\images\2025\01\16_seed40503.png,1.16. 25,2025-01-16,40503,A,datefont_renderer,unknown,576.783992232167,0.047868210822343826,False,True
stress_runs\20260119_164100\images\2025\01\17_seed40502.png,1.17. 25,2025-01-17,40502,A,datefont_renderer,unknown,534.4527994206312,0.04567409306764603,False,True
stress_runs\20260119_164100\images\2025\01\17_seed40503.png,1.17. 25,2025-01-17,40503,A,datefont_renderer,unknown,534.4527994206312,0.04567409306764603,False,True
stress_runs\20260119_164100\images\2025\01\17_seed40504.png,1.17. 25,2025-01-17,40504,A,datefont_renderer,unknown,534.4527994206312,0.04567409306764603,False,True
stress_runs\20260119_164100\images\2025\01\18_seed40503.png,1.18. 25,2025-01-18,40503,A,datefont_renderer,unknown,548.1880032583329,0.04469137638807297,False,True
stress_runs\20260119_164100\images\2025\01\18_seed40504.png,1.18. 25,2025-01-18,40504,A,datefont_renderer,unknown,548.1880032583329,0.04469137638807297,False,True
stress_runs\20260119_164100\images\2025\01\18_seed40505.png,1.18. 25,2025-01-18,40505,A,datefont_renderer,unknown,548.1880032583329,0.04469137638807297,False,True
stress_runs\20260119_164100\images\2025\01\19_seed40504.png,1.19. 25,2025-01-19,40504,A,datefont_renderer,unknown,539.8843692805157,0.04274690896272659,False,True
stress_runs\20260119_164100\images\2025\01\19_seed40505.png,1.19. 25,2025-01-19,40505,A,datefont_renderer,unknown,539.8843692805157,0.04274690896272659,False,True
stress_runs\20260119_164100\images\2025\01\19_seed40506.png,1.19. 25,2025-01-19,40506,A,datefont_renderer,unknown,539.8843692805157,0.04274690896272659,False,True
stress_runs\20260119_164100\images\2025\01\20_seed40505.png,1.20. 25,2025-01-20,40505,A,datefont_renderer,unknown,623.9815417553834,0.04896366968750954,False,True
stress_runs\20260119_164100\images\2025\01\20_seed40506.png,1.20. 25,2025-01-20,40506,A,datefont_renderer,unknown,623.9815417553834,0.04896366968750954,False,True
stress_runs\20260119_164100\images\2025\01\20_seed40507.png,1.20. 25,2025-01-20,40507,A,datefont_renderer,unknown,623.9815417553834,0.04896366968750954,False,True
stress_runs\20260119_164100\images\2025\01\21_seed40506.png,1.21. 25,2025-01-21,40506,A,datefont_renderer,unknown,542.781083915009,0.04475962370634079,False,True
stress_runs\20260119_164100\images\2025\01\21_seed40507.png,1.21. 25,2025-01-21,40507,A,datefont_renderer,unknown,542.781083915009,0.04475962370634079,False,True
stress_runs\20260119_164100\images\2025\01\21_seed40508.png,1.21. 25,2025-01-21,40508,A,datefont_renderer,unknown,542.781083915009,0.04475962370634079,False,True
stress_runs\20260119_164100\images\2025\01\22_seed40507.png,1.22. 25,2025-01-22,40507,A,datefont_renderer,unknown,626.7662435829932,0.046938974410295486,False,True
stress_runs\20260119_164100\images\2025\01\22_seed40508.png,1.22. 25,2025-01-22,40508,A,datefont_renderer,unknown,626.7662435829932,0.046938974410295486,False,True
stress_runs\20260119_164100\images\2025\01\22_seed40509.png,1.22. 25,2025-01-22,40509,A,datefont_renderer,unknown,626.7662435829932,0.046938974410295486,False,True
stress_runs\20260119_164100\images\2025\01\23_seed40508.png,1.23. 25,2025-01-23,40508,A,datefont_renderer,unknown,661.4305070196892,0.046238310635089874,False,True
stress_runs\20260119_164100\images\2025\01\23_seed40509.png,1.23. 25,2025-01-23,40509,A,datefont_renderer,unknown,661.4305070196892,0.046238310635089874,False,True
stress_runs\20260119_164100\images\2025\01\23_seed40510.png,1.23. 25,2025-01-23,40510,A,datefont_renderer,unknown,661.4305070196892,0.046238310635089874,False,True
stress_runs\20260119_164100\images\2025\01\24_seed40509.png,1.24. 25,2025-01-24,40509,A,datefont_renderer,unknown,674.349321846989,0.0558512918651104,False,True
stress_runs\20260119_164100\images\2025\01\24_seed40510.png,1.24. 25,2025-01-24,40510,A,datefont_renderer,unknown,674.349321846989,0.0558512918651104,False,True
stress_runs\20260119_164100\images\2025\01\24_seed40511.png,1.24. 25,2025-01-24,40511,A,datefont_renderer,unknown,674.349321846989,0.0558512918651104,False,True
stress_runs\20260119_164100\images\2025\01\25_seed40510.png,1.25. 25,2025-01-25,40510,A,datefont_renderer,unknown,574.3191851013634,0.04176579415798187,False,True
stress_runs\20260119_164100\images\2025\01\25_seed40511.png,1.25. 25,2025-01-25,40511,A,datefont_renderer,unknown,574.3191851013634,0.04176579415798187,False,True
stress_runs\20260119_164100\images\2025\01\25_seed40512.png,1.25. 25,2025-01-25,40512,A,datefont_renderer,unknown,574.3191851013634,0.04176579415798187,False,True
stress_runs\20260119_164100\images\2025\01\26_seed40511.png,1.26. 25,2025-01-26,40511,A,datefont_renderer,unknown,662.9841008268361,0.05192342773079872,False,True
stress_runs\20260119_164100\images\2025\01\26_seed40512.png,1.26. 25,2025-01-26,40512,A,datefont_renderer,unknown,662.9841008268361,0.05192342773079872,False,True
stress_runs\20260119_164100\images\2025\01\26_seed40513.png,1.26. 25,2025-01-26,40513,A,datefont_renderer,unknown,662.9841008268361,0.05192342773079872,False,True
stress_runs\20260119_164100\images\2025\01\27_seed40512.png,1.27. 25,2025-01-27,40512,A,datefont_renderer,unknown,624.7212384449525,0.048487771302461624,False,True
stress_runs\20260119_164100\images\2025\01\27_seed40513.png,1.27. 25,2025-01-27,40513,A,datefont_renderer,unknown,624.7212384449525,0.048487771302461624,False,True
stress_runs\20260119_164100\images\2025\01\27_seed40514.png,1.27. 25,2025-01-27,40514,A,datefont_renderer,unknown,624.7212384449525,0.048487771302461624,False,True
stress_runs\20260119_164100\images\2025\01\28_seed40513.png,1.28. 25,2025-01-28,40513,A,datefont_renderer,unknown,670.9404572649977,0.04641035944223404,False,True
stress_runs\20260119_164100\images\2025\01\28_seed40514.png,1.28. 25,2025-01-28,40514,A,datefont_renderer,unknown,670.9404572649977,0.04641035944223404,False,True
stress_runs\20260119_164100\images\2025\01\28_seed40515.png,1.28. 25,2025-01-28,40515,A,datefont_renderer,unknown,670.9404572649977,0.04641035944223404,False,True
stress_runs\20260119_164100\images\2025\01\29_seed40514.png,1.29. 25,2025-01-29,40514,A,datefont_renderer,unknown,655.8166162016788,0.04376150295138359,False,True
stress_runs\20260119_164100\images\2025\01\29_seed40515.png,1.29. 25,2025-01-29,40515,A,datefont_renderer,unknown,655.8166162016788,0.04376150295138359,False,True
stress_runs\20260119_164100\images\2025\01\29_seed40516.png,1.29. 25,2025-01-29,40516,A,datefont_renderer,unknown,655.8166162016788,0.04376150295138359,False,True
stress_runs\20260119_164100\images\2025\01\30_seed40515.png,1.30. 25,2025-01-30,40515,A,datefont_renderer,unknown,658.4501671796083,0.049723464995622635,False,True
stress_runs\20260119_164100\images\2025\01\30_seed40516.png,1.30. 25,2025-01-30,40516,A,datefont_renderer,unknown,658.4501671796083,0.049723464995622635,False,True
stress_runs\20260119_164100\images\2025\01\30_seed40517.png,1.30. 25,2025-01-30,40517,A,datefont_renderer,unknown,658.4501671796083,0.049723464995622635,False,True
